scenario,factor,h,regime,ic_lo,ic_hi,dIC,dt,n_hi,n_lo,dIC_h1,dIC_h2,stable,dt_adj_sqrtN,pass_bonf_z
all,gap,1,lu_premium_1d,0.0121,0.0319,0.0198,1.44,167,167,0.028,0.0137,True,0.184,False
all,gap,3,limit_up_count,0.0228,0.0299,0.0071,0.54,165,157,-0.0141,0.0283,False,0.069,False
all,gap,3,limit_up_count_ma5,0.0261,0.0301,0.0039,0.3,167,165,-0.0132,0.0225,False,0.038,False
all,gap,3,blow_rate,0.0278,0.0252,-0.0027,-0.2,165,166,-0.0068,0.004,False,-0.026,False
all,gap,3,max_board_height,0.0215,0.0196,-0.0019,-0.14,158,152,0.0036,-0.0005,False,-0.018,False
all,gap,3,lu_premium_1d,0.0151,0.0358,0.0207,1.67,166,166,0.0343,0.0082,True,0.213,False
all,gap,5,limit_up_count,0.0274,0.0241,-0.0033,-0.26,165,156,-0.025,0.0178,False,-0.033,False
all,gap,5,limit_up_count_ma5,0.034,0.0215,-0.0125,-0.96,165,165,-0.0302,0.0067,False,-0.123,False
all,gap,5,blow_rate,0.0262,0.0246,-0.0016,-0.12,163,166,-0.0083,0.0114,False,-0.015,False
all,gap,5,max_board_height,0.032,0.0157,-0.0164,-1.22,158,152,-0.0003,-0.0212,True,-0.156,False
all,gap,5,lu_premium_1d,0.0255,0.032,0.0065,0.52,166,164,0.0194,-0.004,False,0.066,False
all,gap,10,limit_up_count,0.0275,0.0252,-0.0023,-0.17,161,156,-0.0205,0.0167,False,-0.022,False
all,gap,10,limit_up_count_ma5,0.0299,0.025,-0.0049,-0.38,163,165,-0.018,0.0094,False,-0.048,False
all,gap,10,blow_rate,0.0194,0.0268,0.0074,0.56,162,163,-0.0003,0.018,False,0.071,False
all,gap,10,max_board_height,0.0241,0.0243,0.0002,0.01,156,152,0.004,0.0031,True,0.001,False
all,gap,10,lu_premium_1d,0.0357,0.0283,-0.0074,-0.58,165,162,0.0006,-0.0145,False,-0.074,False
all,c2l5,1,limit_up_count,-0.049,-0.0814,-0.0323,-1.47,166,158,-0.0334,-0.0304,True,-0.188,False
all,c2l5,1,limit_up_count_ma5,-0.0676,-0.0719,-0.0044,-0.21,167,165,-0.0246,0.016,False,-0.027,False
all,c2l5,1,blow_rate,-0.0698,-0.0629,0.0069,0.33,166,167,0.0332,-0.0062,False,0.042,False
all,c2l5,1,max_board_height,-0.0534,-0.0696,-0.0162,-0.73,158,152,-0.0453,0.0159,False,-0.093,False
all,c2l5,1,lu_premium_1d,-0.0652,-0.0674,-0.0022,-0.1,167,167,-0.0624,0.0572,False,-0.013,False
all,c2l5,3,limit_up_count,-0.0686,-0.0823,-0.0136,-0.66,165,157,-0.0284,0.0058,False,-0.084,False
all,c2l5,3,limit_up_count_ma5,-0.0704,-0.0922,-0.0219,-1.12,167,165,-0.0514,0.0061,False,-0.143,False
all,c2l5,3,blow_rate,-0.0617,-0.0749,-0.0133,-0.64,165,166,-0.0052,-0.0136,True,-0.082,False
all,c2l5,3,max_board_height,-0.089,-0.0684,0.0206,0.99,158,152,-0.0151,0.0548,False,0.126,False
all,c2l5,3,lu_premium_1d,-0.0812,-0.0745,0.0067,0.33,166,166,-0.0201,0.0327,False,0.042,False
all,c2l5,5,limit_up_count,-0.0706,-0.0825,-0.0119,-0.58,165,156,-0.0252,0.0049,False,-0.074,False
all,c2l5,5,limit_up_count_ma5,-0.0777,-0.0793,-0.0016,-0.08,165,165,-0.0257,0.0216,False,-0.01,False
all,c2l5,5,blow_rate,-0.0532,-0.0887,-0.0355,-1.76,163,166,-0.0134,-0.0514,True,-0.225,False
all,c2l5,5,max_board_height,-0.076,-0.0721,0.0039,0.19,158,152,-0.0135,0.0204,False,0.024,False
all,c2l5,5,lu_premium_1d,-0.0647,-0.0762,-0.0115,-0.58,166,164,-0.0163,-0.0046,True,-0.074,False
all,c2l5,10,limit_up_count,-0.0671,-0.0815,-0.0143,-0.74,161,156,-0.0176,-0.0099,True,-0.094,False
all,c2l5,10,limit_up_count_ma5,-0.0662,-0.0894,-0.0232,-1.24,163,165,-0.038,-0.0076,True,-0.158,False
all,c2l5,10,blow_rate,-0.0446,-0.0935,-0.0489,-2.59,162,163,-0.0139,-0.0767,True,-0.331,False
all,c2l5,10,max_board_height,-0.0637,-0.0746,-0.0109,-0.55,156,152,-0.0219,-0.003,True,-0.07,False
all,c2l5,10,lu_premium_1d,-0.0804,-0.0613,0.0191,1.02,165,162,0.0208,0.0164,True,0.13,False
all,winner_ratio,1,limit_up_count,-0.0474,-0.027,0.0204,1.35,166,158,-0.0047,0.0496,False,0.172,False
all,winner_ratio,1,limit_up_count_ma5,-0.0329,-0.0198,0.0131,0.9,167,165,-0.0055,0.0336,False,0.115,False
all,winner_ratio,1,blow_rate,-0.0268,-0.0287,-0.002,-0.14,166,167,0.026,-0.0276,False,-0.018,False
all,winner_ratio,1,max_board_height,-0.0169,-0.0392,-0.0223,-1.46,158,152,-0.0338,-0.0112,True,-0.186,False
all,winner_ratio,1,lu_premium_1d,-0.0324,-0.0234,0.009,0.62,167,167,0.007,0.0104,True,0.079,False
all,winner_ratio,3,limit_up_count,-0.0389,-0.0288,0.0101,0.7,165,157,-0.0103,0.0347,False,0.089,False
all,winner_ratio,3,limit_up_count_ma5,-0.0307,-0.0277,0.003,0.21,167,165,-0.0286,0.0395,False,0.027,False
all,winner_ratio,3,blow_rate,-0.0072,-0.0307,-0.0235,-1.73,165,166,-0.0166,-0.029,True,-0.221,False
all,winner_ratio,3,max_board_height,-0.0281,-0.0311,-0.003,-0.21,158,152,-0.009,0.0013,False,-0.027,False
all,winner_ratio,3,lu_premium_1d,-0.0328,-0.0214,0.0114,0.84,166,166,0.0129,0.0118,True,0.107,False
all,winner_ratio,5,limit_up_count,-0.0372,-0.0331,0.0041,0.28,165,156,-0.0224,0.0388,False,0.036,False
all,winner_ratio,5,limit_up_count_ma5,-0.0332,-0.0283,0.0049,0.34,165,165,-0.0255,0.0413,False,0.043,False
all,winner_ratio,5,blow_rate,-0.0194,-0.0248,-0.0054,-0.4,163,166,0.0129,-0.0259,False,-0.051,False
all,winner_ratio,5,max_board_height,-0.0188,-0.0336,-0.0148,-1.03,158,152,-0.0236,-0.0162,True,-0.131,False
all,winner_ratio,5,lu_premium_1d,-0.0207,-0.0288,-0.0081,-0.62,166,164,-0.0133,-0.002,True,-0.079,False
all,winner_ratio,10,limit_up_count,-0.0306,-0.0311,-0.0006,-0.04,161,156,-0.0034,0.0111,False,-0.005,False
all,winner_ratio,10,limit_up_count_ma5,-0.0263,-0.0268,-0.0004,-0.03,163,165,-0.0041,0.0077,False,-0.004,False
all,winner_ratio,10,blow_rate,-0.0189,-0.0144,0.0045,0.33,162,163,0.0121,-0.017,False,0.042,False
all,winner_ratio,10,max_board_height,-0.0173,-0.0244,-0.0071,-0.48,156,152,0.0071,-0.0371,False,-0.061,False
all,winner_ratio,10,lu_premium_1d,-0.0212,-0.0185,0.0027,0.2,165,162,-0.0075,0.0103,False,0.026,False
all,cost_bias,1,limit_up_count,-0.0202,-0.0077,0.0125,1.24,166,158,-0.0059,0.0312,False,0.158,False
all,cost_bias,1,limit_up_count_ma5,-0.01,-0.0119,-0.0019,-0.2,167,165,-0.0104,0.0063,False,-0.026,False
all,cost_bias,1,blow_rate,-0.0093,-0.0127,-0.0033,-0.34,166,167,0.0058,-0.0111,False,-0.043,False
all,cost_bias,1,max_board_height,-0.0071,-0.0185,-0.0114,-1.09,158,152,-0.0057,-0.0173,True,-0.139,False
all,cost_bias,1,lu_premium_1d,-0.0096,-0.0087,0.0009,0.09,167,167,0.0128,-0.0091,False,0.011,False
all,cost_bias,3,limit_up_count,-0.0143,-0.0155,-0.0012,-0.13,165,157,-0.0129,0.0078,False,-0.017,False
all,cost_bias,3,limit_up_count_ma5,-0.0141,-0.0164,-0.0023,-0.24,167,165,-0.0176,0.0136,False,-0.031,False
all,cost_bias,3,blow_rate,-0.0069,-0.0203,-0.0134,-1.38,165,166,-0.0027,-0.0182,True,-0.176,False
all,cost_bias,3,max_board_height,-0.0028,-0.0197,-0.017,-1.75,158,152,0.0023,-0.0305,False,-0.223,False
all,cost_bias,3,lu_premium_1d,-0.0062,-0.0161,-0.01,-1.06,166,166,-0.0036,-0.0122,True,-0.135,False
all,cost_bias,5,limit_up_count,-0.0156,-0.0208,-0.0052,-0.53,165,156,-0.0204,0.0092,False,-0.068,False
all,cost_bias,5,limit_up_count_ma5,-0.0204,-0.021,-0.0006,-0.06,165,165,-0.0133,0.0125,False,-0.008,False
all,cost_bias,5,blow_rate,-0.0204,-0.0175,0.0029,0.3,163,166,0.022,-0.0103,False,0.038,False
all,cost_bias,5,max_board_height,-0.0055,-0.0233,-0.0178,-1.86,158,152,-0.0068,-0.0262,True,-0.237,False
all,cost_bias,5,lu_premium_1d,-0.0106,-0.0198,-0.0091,-0.98,166,164,-0.0105,-0.0052,True,-0.125,False
all,cost_bias,10,limit_up_count,-0.0202,-0.0281,-0.0079,-0.82,161,156,-0.0118,-0.0048,True,-0.105,False
all,cost_bias,10,limit_up_count_ma5,-0.0236,-0.0257,-0.0021,-0.23,163,165,-0.0014,-0.004,True,-0.029,False
all,cost_bias,10,blow_rate,-0.0248,-0.0167,0.0081,0.88,162,163,0.0187,-0.0012,False,0.112,False
all,cost_bias,10,max_board_height,-0.0112,-0.0262,-0.015,-1.66,156,152,0.0066,-0.0351,False,-0.212,False
all,cost_bias,10,lu_premium_1d,-0.0114,-0.0181,-0.0068,-0.77,165,162,-0.0127,0.0015,False,-0.098,False
all,up_days,1,limit_up_count,-0.0527,-0.0243,0.0283,2.03,166,158,0.0167,0.0417,True,0.259,False
all,up_days,1,limit_up_count_ma5,-0.0395,-0.0239,0.0157,1.11,167,165,0.0075,0.0236,True,0.142,False
all,up_days,1,blow_rate,-0.0152,-0.0425,-0.0273,-2.06,166,167,-0.0304,-0.027,True,-0.263,False
all,up_days,1,max_board_height,-0.0168,-0.0468,-0.0301,-2.03,158,152,-0.0358,-0.0227,True,-0.259,False
all,up_days,1,lu_premium_1d,-0.0363,-0.0287,0.0076,0.55,167,167,0.0045,0.0109,True,0.07,False
all,up_days,3,limit_up_count,-0.0414,-0.0178,0.0236,1.68,165,157,0.0186,0.0259,True,0.214,False
all,up_days,3,limit_up_count_ma5,-0.0334,-0.0298,0.0036,0.26,167,165,-0.0055,0.0126,False,0.033,False
all,up_days,3,blow_rate,-0.0072,-0.0376,-0.0304,-2.27,165,166,-0.0428,-0.0148,True,-0.29,False
all,up_days,3,max_board_height,-0.0107,-0.0282,-0.0175,-1.19,158,152,-0.0267,-0.0041,True,-0.152,False
all,up_days,3,lu_premium_1d,-0.0232,-0.0293,-0.0061,-0.46,166,166,-0.0117,0.0047,False,-0.059,False
all,up_days,5,limit_up_count,-0.0498,-0.0197,0.0301,2.22,165,156,0.0154,0.0444,True,0.283,False
all,up_days,5,limit_up_count_ma5,-0.036,-0.0261,0.0099,0.76,165,165,-0.0044,0.0251,False,0.097,False
all,up_days,5,blow_rate,-0.0096,-0.0354,-0.0259,-2.03,163,166,-0.0294,-0.0183,True,-0.259,False
all,up_days,5,max_board_height,-0.0096,-0.0342,-0.0245,-1.81,158,152,-0.0303,-0.017,True,-0.231,False
all,up_days,5,lu_premium_1d,-0.0131,-0.0306,-0.0175,-1.36,166,164,-0.0257,-0.005,True,-0.174,False
all,up_days,10,limit_up_count,-0.0433,-0.016,0.0273,1.97,161,156,0.0125,0.0423,True,0.251,False
all,up_days,10,limit_up_count_ma5,-0.0309,-0.0296,0.0013,0.09,163,165,-0.0113,0.0134,False,0.011,False
all,up_days,10,blow_rate,-0.0111,-0.0342,-0.0231,-1.75,162,163,-0.0234,-0.0211,True,-0.223,False
all,up_days,10,max_board_height,-0.0095,-0.0332,-0.0236,-1.73,156,152,-0.0319,-0.0118,True,-0.221,False
all,up_days,10,lu_premium_1d,-0.0179,-0.0319,-0.014,-1.06,165,162,-0.0286,0.0057,False,-0.135,False
brk0_20,mom5,1,limit_up_count,-0.0529,-0.0406,0.0123,0.59,166,158,-0.0375,0.0646,False,0.075,False
brk0_20,mom5,1,limit_up_count_ma5,-0.0517,-0.0379,0.0138,0.69,167,165,-0.0402,0.07,False,0.088,False
brk0_20,mom5,1,blow_rate,-0.0304,-0.0524,-0.022,-1.12,166,167,0.0057,-0.0298,False,-0.143,False
brk0_20,mom5,1,max_board_height,-0.0248,-0.0573,-0.0326,-1.5,158,152,-0.0533,-0.0065,True,-0.191,False
brk0_20,mom5,1,lu_premium_1d,-0.0275,-0.0615,-0.0341,-1.7,167,167,-0.0188,-0.0429,True,-0.217,False
brk0_20,mom5,3,limit_up_count,-0.0652,-0.0655,-0.0003,-0.02,165,157,-0.0517,0.0458,False,-0.003,False
brk0_20,mom5,3,limit_up_count_ma5,-0.0848,-0.0658,0.0189,0.98,167,165,-0.0482,0.0856,False,0.125,False
brk0_20,mom5,3,blow_rate,-0.0435,-0.0864,-0.0429,-2.33,165,166,-0.0154,-0.0426,True,-0.297,False
brk0_20,mom5,3,max_board_height,-0.059,-0.0785,-0.0195,-1.02,158,152,-0.0262,0.0039,False,-0.13,False
brk0_20,mom5,3,lu_premium_1d,-0.0541,-0.0779,-0.0238,-1.26,166,166,-0.0217,-0.0131,True,-0.161,False
brk0_20,mom5,5,limit_up_count,-0.0865,-0.069,0.0175,0.84,165,156,-0.0243,0.0509,False,0.107,False
brk0_20,mom5,5,limit_up_count_ma5,-0.0987,-0.0647,0.034,1.66,165,165,-0.0056,0.0693,False,0.212,False
brk0_20,mom5,5,blow_rate,-0.0439,-0.0974,-0.0536,-2.72,163,166,-0.0094,-0.0657,True,-0.347,False
brk0_20,mom5,5,max_board_height,-0.0566,-0.0888,-0.0322,-1.59,158,152,-0.0181,-0.0271,True,-0.203,False
brk0_20,mom5,5,lu_premium_1d,-0.0452,-0.0823,-0.037,-1.88,166,164,-0.0248,-0.0346,True,-0.24,False
brk0_20,mom5,10,limit_up_count,-0.1046,-0.1009,0.0037,0.18,161,156,-0.0077,0.0088,False,0.023,False
brk0_20,mom5,10,limit_up_count_ma5,-0.1166,-0.0944,0.0222,1.12,163,165,0.0195,0.0195,True,0.143,False
brk0_20,mom5,10,blow_rate,-0.073,-0.1065,-0.0336,-1.7,162,163,-0.0127,-0.0406,True,-0.217,False
brk0_20,mom5,10,max_board_height,-0.0782,-0.1163,-0.038,-1.92,156,152,-0.0131,-0.0521,True,-0.245,False
brk0_20,mom5,10,lu_premium_1d,-0.0677,-0.105,-0.0373,-1.91,165,162,-0.0327,-0.0315,True,-0.244,False
brk0_20,mom10,1,limit_up_count,-0.0649,-0.0574,0.0075,0.33,166,158,-0.0377,0.0518,False,0.042,False
brk0_20,mom10,1,limit_up_count_ma5,-0.0741,-0.0422,0.0319,1.52,167,165,0.0001,0.0591,True,0.194,False
brk0_20,mom10,1,blow_rate,-0.05,-0.0514,-0.0014,-0.07,166,167,0.0391,-0.0175,False,-0.009,False
brk0_20,mom10,1,max_board_height,-0.0383,-0.0865,-0.0482,-2.15,158,152,-0.0823,-0.0033,True,-0.274,False
brk0_20,mom10,1,lu_premium_1d,-0.0384,-0.0765,-0.0381,-1.79,167,167,-0.0346,-0.0328,True,-0.228,False
brk0_20,mom10,3,limit_up_count,-0.0826,-0.0711,0.0114,0.51,165,157,-0.0335,0.0479,False,0.065,False
brk0_20,mom10,3,limit_up_count_ma5,-0.1129,-0.0695,0.0434,2.03,167,165,0.0169,0.0615,True,0.259,False
brk0_20,mom10,3,blow_rate,-0.0462,-0.0849,-0.0386,-1.82,165,166,-0.0,-0.0517,True,-0.232,False
brk0_20,mom10,3,max_board_height,-0.0612,-0.0967,-0.0355,-1.6,158,152,-0.0513,0.0003,False,-0.204,False
brk0_20,mom10,3,lu_premium_1d,-0.0578,-0.0937,-0.0359,-1.68,166,166,-0.0212,-0.0346,True,-0.214,False
brk0_20,mom10,5,limit_up_count,-0.1129,-0.0934,0.0195,0.84,165,156,-0.0103,0.0349,False,0.107,False
brk0_20,mom10,5,limit_up_count_ma5,-0.1304,-0.085,0.0455,2.06,165,165,0.0609,0.0187,True,0.263,False
brk0_20,mom10,5,blow_rate,-0.0697,-0.1044,-0.0347,-1.58,163,166,0.0223,-0.0616,False,-0.202,False
brk0_20,mom10,5,max_board_height,-0.0665,-0.1201,-0.0535,-2.36,158,152,-0.0528,-0.0379,True,-0.301,False
brk0_20,mom10,5,lu_premium_1d,-0.0607,-0.116,-0.0554,-2.53,166,164,-0.065,-0.0298,True,-0.323,False
brk0_20,mom10,10,limit_up_count,-0.1549,-0.1288,0.0261,1.16,161,156,0.0258,0.0104,True,0.148,False
brk0_20,mom10,10,limit_up_count_ma5,-0.1424,-0.1338,0.0086,0.42,163,165,0.0405,-0.0337,False,0.054,False
brk0_20,mom10,10,blow_rate,-0.1007,-0.1323,-0.0316,-1.48,162,163,-0.0049,-0.0367,True,-0.189,False
brk0_20,mom10,10,max_board_height,-0.0925,-0.1525,-0.06,-2.8,156,152,-0.0264,-0.0735,True,-0.357,False
brk0_20,mom10,10,lu_premium_1d,-0.1106,-0.1244,-0.0138,-0.65,165,162,-0.0324,0.0182,False,-0.083,False
brk0_20,mom20,1,limit_up_count,-0.0579,-0.0876,-0.0297,-1.25,166,158,-0.0477,-0.0174,True,-0.16,False
brk0_20,mom20,1,limit_up_count_ma5,-0.0901,-0.068,0.0221,0.99,167,165,0.0099,0.0287,True,0.126,False
brk0_20,mom20,1,blow_rate,-0.0737,-0.0609,0.0128,0.56,166,167,0.0418,0.0064,True,0.071,False
brk0_20,mom20,1,max_board_height,-0.0456,-0.1013,-0.0556,-2.44,158,152,-0.0807,-0.0183,True,-0.311,False
brk0_20,mom20,1,lu_premium_1d,-0.0659,-0.0896,-0.0237,-1.07,167,167,-0.0472,0.0045,False,-0.137,False
brk0_20,mom20,3,limit_up_count,-0.0903,-0.1108,-0.0205,-0.85,165,157,-0.0576,0.0058,False,-0.108,False
brk0_20,mom20,3,limit_up_count_ma5,-0.1198,-0.1015,0.0183,0.8,167,165,-0.0026,0.0284,False,0.102,False
brk0_20,mom20,3,blow_rate,-0.0738,-0.0998,-0.026,-1.12,165,166,0.012,-0.0285,False,-0.143,False
brk0_20,mom20,3,max_board_height,-0.0564,-0.1149,-0.0585,-2.56,158,152,-0.0816,-0.0122,True,-0.327,False
brk0_20,mom20,3,lu_premium_1d,-0.0732,-0.1178,-0.0446,-1.93,166,166,-0.0671,-0.0078,True,-0.246,False
brk0_20,mom20,5,limit_up_count,-0.1233,-0.1174,0.0059,0.24,165,156,-0.0149,0.0071,False,0.031,False
brk0_20,mom20,5,limit_up_count_ma5,-0.1337,-0.1046,0.029,1.23,165,165,0.0549,-0.0125,False,0.157,False
brk0_20,mom20,5,blow_rate,-0.0767,-0.122,-0.0453,-1.97,163,166,0.0236,-0.0709,False,-0.251,False
brk0_20,mom20,5,max_board_height,-0.0629,-0.1162,-0.0533,-2.28,158,152,-0.0463,-0.0316,True,-0.291,False
brk0_20,mom20,5,lu_premium_1d,-0.0831,-0.1242,-0.0411,-1.78,166,164,-0.0586,-0.0052,True,-0.227,False
brk0_20,mom20,10,limit_up_count,-0.1375,-0.121,0.0165,0.72,161,156,0.0368,-0.0266,False,0.092,False
brk0_20,mom20,10,limit_up_count_ma5,-0.1201,-0.1219,-0.0018,-0.08,163,165,0.0492,-0.0704,False,-0.01,False
brk0_20,mom20,10,blow_rate,-0.0821,-0.1313,-0.0493,-2.28,162,163,-0.0101,-0.047,True,-0.291,False
brk0_20,mom20,10,max_board_height,-0.0814,-0.1089,-0.0274,-1.26,156,152,0.013,-0.0377,False,-0.161,False
brk0_20,mom20,10,lu_premium_1d,-0.1188,-0.105,0.0138,0.65,165,162,0.0047,0.039,True,0.083,False
brk0_20,rev5,1,limit_up_count,0.0529,0.0406,-0.0123,-0.59,166,158,0.0375,-0.0646,False,-0.075,False
brk0_20,rev5,1,limit_up_count_ma5,0.0517,0.0379,-0.0138,-0.69,167,165,0.0402,-0.07,False,-0.088,False
brk0_20,rev5,1,blow_rate,0.0304,0.0524,0.022,1.12,166,167,-0.0057,0.0298,False,0.143,False
brk0_20,rev5,1,max_board_height,0.0248,0.0573,0.0326,1.5,158,152,0.0533,0.0065,True,0.191,False
brk0_20,rev5,1,lu_premium_1d,0.0275,0.0615,0.0341,1.7,167,167,0.0188,0.0429,True,0.217,False
brk0_20,rev5,3,limit_up_count,0.0652,0.0655,0.0003,0.02,165,157,0.0517,-0.0458,False,0.003,False
brk0_20,rev5,3,limit_up_count_ma5,0.0848,0.0658,-0.0189,-0.98,167,165,0.0482,-0.0856,False,-0.125,False
brk0_20,rev5,3,blow_rate,0.0435,0.0864,0.0429,2.33,165,166,0.0154,0.0426,True,0.297,False
brk0_20,rev5,3,max_board_height,0.059,0.0785,0.0195,1.02,158,152,0.0262,-0.0039,False,0.13,False
brk0_20,rev5,3,lu_premium_1d,0.0541,0.0779,0.0238,1.26,166,166,0.0217,0.0131,True,0.161,False
brk0_20,rev5,5,limit_up_count,0.0865,0.069,-0.0175,-0.84,165,156,0.0243,-0.0509,False,-0.107,False
brk0_20,rev5,5,limit_up_count_ma5,0.0987,0.0647,-0.034,-1.66,165,165,0.0056,-0.0693,False,-0.212,False
brk0_20,rev5,5,blow_rate,0.0439,0.0974,0.0536,2.72,163,166,0.0094,0.0657,True,0.347,False
brk0_20,rev5,5,max_board_height,0.0566,0.0888,0.0322,1.59,158,152,0.0181,0.0271,True,0.203,False
brk0_20,rev5,5,lu_premium_1d,0.0452,0.0823,0.037,1.88,166,164,0.0248,0.0346,True,0.24,False
brk0_20,rev5,10,limit_up_count,0.1046,0.1009,-0.0037,-0.18,161,156,0.0077,-0.0088,False,-0.023,False
brk0_20,rev5,10,limit_up_count_ma5,0.1166,0.0944,-0.0222,-1.12,163,165,-0.0195,-0.0195,True,-0.143,False
brk0_20,rev5,10,blow_rate,0.073,0.1065,0.0336,1.7,162,163,0.0127,0.0406,True,0.217,False
brk0_20,rev5,10,max_board_height,0.0782,0.1163,0.038,1.92,156,152,0.0131,0.0521,True,0.245,False
brk0_20,rev5,10,lu_premium_1d,0.0677,0.105,0.0373,1.91,165,162,0.0327,0.0315,True,0.244,False
brk0_20,std5,1,limit_up_count,-0.0745,-0.0668,0.0077,0.37,166,158,-0.0311,0.0496,False,0.047,False
brk0_20,std5,1,limit_up_count_ma5,-0.0778,-0.0616,0.0162,0.8,167,165,-0.0197,0.05,False,0.102,False
brk0_20,std5,1,blow_rate,-0.0605,-0.0852,-0.0247,-1.26,166,167,0.0114,-0.048,False,-0.161,False
brk0_20,std5,1,max_board_height,-0.0641,-0.0753,-0.0112,-0.57,158,152,-0.0347,0.0197,False,-0.073,False
brk0_20,std5,1,lu_premium_1d,-0.0672,-0.0875,-0.0202,-1.05,167,167,-0.0383,0.0012,False,-0.134,False
brk0_20,std5,3,limit_up_count,-0.097,-0.0883,0.0087,0.43,165,157,-0.0254,0.0367,False,0.055,False
brk0_20,std5,3,limit_up_count_ma5,-0.0945,-0.1017,-0.0072,-0.37,167,165,-0.0465,0.0238,False,-0.047,False
brk0_20,std5,3,blow_rate,-0.0687,-0.1082,-0.0396,-1.96,165,166,-0.0139,-0.0478,True,-0.25,False
brk0_20,std5,3,max_board_height,-0.0826,-0.0969,-0.0142,-0.68,158,152,-0.0475,0.0338,False,-0.087,False
brk0_20,std5,3,lu_premium_1d,-0.0863,-0.0987,-0.0125,-0.62,166,166,-0.0274,0.0116,False,-0.079,False
brk0_20,std5,5,limit_up_count,-0.1168,-0.102,0.0148,0.7,165,156,-0.0121,0.0268,False,0.089,False
brk0_20,std5,5,limit_up_count_ma5,-0.1087,-0.0995,0.0092,0.45,165,165,0.0014,0.0038,True,0.057,False
brk0_20,std5,5,blow_rate,-0.0727,-0.1307,-0.058,-2.8,163,166,-0.0081,-0.0783,True,-0.357,False
brk0_20,std5,5,max_board_height,-0.0777,-0.1184,-0.0407,-1.94,158,152,-0.0415,-0.0099,True,-0.248,False
brk0_20,std5,5,lu_premium_1d,-0.0868,-0.1084,-0.0216,-1.07,166,164,-0.0227,-0.0064,True,-0.137,False
brk0_20,std5,10,limit_up_count,-0.1481,-0.1235,0.0246,1.2,161,156,0.033,-0.0095,False,0.153,False
brk0_20,std5,10,limit_up_count_ma5,-0.1389,-0.1283,0.0106,0.53,163,165,0.0325,-0.0282,False,0.068,False
brk0_20,std5,10,blow_rate,-0.0844,-0.1593,-0.0748,-3.68,162,163,-0.0106,-0.0995,True,-0.47,True
brk0_20,std5,10,max_board_height,-0.0914,-0.1578,-0.0664,-3.12,156,152,-0.0587,-0.0283,True,-0.398,False
brk0_20,std5,10,lu_premium_1d,-0.1172,-0.1323,-0.0151,-0.75,165,162,-0.0196,0.0073,False,-0.096,False
brk0_20,std20,1,limit_up_count,-0.0429,-0.0466,-0.0037,-0.15,166,158,0.0181,-0.0295,False,-0.019,False
brk0_20,std20,1,limit_up_count_ma5,-0.0515,-0.0516,-0.0002,-0.01,167,165,-0.0024,0.0001,False,-0.001,False
brk0_20,std20,1,blow_rate,-0.0431,-0.0578,-0.0148,-0.63,166,167,-0.011,-0.0094,True,-0.08,False
brk0_20,std20,1,max_board_height,-0.0451,-0.0482,-0.0031,-0.13,158,152,0.0024,0.0062,True,-0.017,False
brk0_20,std20,1,lu_premium_1d,-0.0364,-0.0572,-0.0208,-0.89,167,167,-0.0522,0.0116,False,-0.114,False
brk0_20,std20,3,limit_up_count,-0.0616,-0.0626,-0.001,-0.04,165,157,-0.0013,-0.0046,True,-0.005,False
brk0_20,std20,3,limit_up_count_ma5,-0.0706,-0.0842,-0.0136,-0.58,167,165,-0.0249,-0.0082,True,-0.074,False
brk0_20,std20,3,blow_rate,-0.0409,-0.0762,-0.0353,-1.5,165,166,-0.0216,-0.0385,True,-0.191,False
brk0_20,std20,3,max_board_height,-0.0612,-0.0649,-0.0036,-0.15,158,152,-0.0494,0.0511,False,-0.019,False
brk0_20,std20,3,lu_premium_1d,-0.0529,-0.0642,-0.0113,-0.48,166,166,-0.04,0.0198,False,-0.061,False
brk0_20,std20,5,limit_up_count,-0.0797,-0.073,0.0067,0.27,165,156,0.0057,0.0002,True,0.034,False
brk0_20,std20,5,limit_up_count_ma5,-0.0802,-0.0811,-0.0009,-0.04,165,165,0.0123,-0.0224,False,-0.005,False
brk0_20,std20,5,blow_rate,-0.0302,-0.0975,-0.0674,-2.82,163,166,-0.0351,-0.0872,True,-0.36,False
brk0_20,std20,5,max_board_height,-0.0528,-0.0894,-0.0367,-1.5,158,152,-0.0564,0.0011,False,-0.191,False
brk0_20,std20,5,lu_premium_1d,-0.049,-0.0676,-0.0187,-0.79,166,164,-0.0143,-0.0176,True,-0.101,False
brk0_20,std20,10,limit_up_count,-0.0857,-0.0806,0.0051,0.2,161,156,0.0409,-0.0474,False,0.026,False
brk0_20,std20,10,limit_up_count_ma5,-0.0679,-0.094,-0.0261,-1.08,163,165,0.0242,-0.0894,False,-0.138,False
brk0_20,std20,10,blow_rate,-0.0344,-0.1079,-0.0736,-3.07,162,163,-0.0372,-0.087,True,-0.392,False
brk0_20,std20,10,max_board_height,-0.0665,-0.0998,-0.0333,-1.3,156,152,-0.0586,0.0089,False,-0.166,False
brk0_20,std20,10,lu_premium_1d,-0.0716,-0.0662,0.0053,0.21,165,162,-0.0084,0.0238,False,0.027,False
brk0_20,amp5,1,limit_up_count,-0.0847,-0.1045,-0.0197,-0.88,166,158,-0.0341,-0.0069,True,-0.112,False
brk0_20,amp5,1,limit_up_count_ma5,-0.1004,-0.0924,0.008,0.37,167,165,-0.0054,0.0151,False,0.047,False
