scenario,factor,h,regime,ic_lo,ic_hi,dIC,dt,n_hi,n_lo,dIC_h1,dIC_h2,stable,dt_adj_sqrtN,pass_bonf_z
hivol,amp5,3,lu_premium_1d,-0.0878,-0.0849,0.0028,0.16,166,166,-0.022,0.031,False,0.02,False
hivol,amp5,5,limit_up_count,-0.104,-0.0905,0.0134,0.71,165,156,-0.0082,0.0319,False,0.091,False
hivol,amp5,5,limit_up_count_ma5,-0.0964,-0.0736,0.0229,1.29,165,165,0.0114,0.0272,True,0.165,False
hivol,amp5,5,blow_rate,-0.084,-0.1001,-0.016,-0.87,163,166,0.0048,-0.0231,False,-0.111,False
hivol,amp5,5,max_board_height,-0.0968,-0.0859,0.0109,0.62,158,152,0.0049,0.0249,True,0.079,False
hivol,amp5,5,lu_premium_1d,-0.0831,-0.0916,-0.0085,-0.49,166,164,-0.0148,0.0045,False,-0.063,False
hivol,amp5,10,limit_up_count,-0.1082,-0.0891,0.019,1.03,161,156,0.0014,0.0298,True,0.131,False
hivol,amp5,10,limit_up_count_ma5,-0.0906,-0.0866,0.004,0.23,163,165,-0.0207,0.0235,False,0.029,False
hivol,amp5,10,blow_rate,-0.0672,-0.1149,-0.0478,-2.65,162,163,-0.0104,-0.0611,True,-0.338,False
hivol,amp5,10,max_board_height,-0.0923,-0.0983,-0.0059,-0.32,156,152,-0.0102,0.0184,False,-0.041,False
hivol,amp5,10,lu_premium_1d,-0.098,-0.0834,0.0146,0.81,165,162,0.0079,0.0297,True,0.103,False
hivol,to_level,1,limit_up_count,-0.0388,-0.0509,-0.0121,-0.73,166,158,-0.0079,-0.0171,True,-0.093,False
hivol,to_level,1,limit_up_count_ma5,-0.0448,-0.0439,0.0009,0.06,167,165,0.0046,-0.0035,False,0.008,False
hivol,to_level,1,blow_rate,-0.0416,-0.0458,-0.0042,-0.28,166,167,-0.0116,0.0072,False,-0.036,False
hivol,to_level,1,max_board_height,-0.0405,-0.0513,-0.0108,-0.65,158,152,-0.0125,0.0003,False,-0.083,False
hivol,to_level,1,lu_premium_1d,-0.0287,-0.0517,-0.023,-1.43,167,167,-0.0447,-0.0011,True,-0.183,False
hivol,to_level,3,limit_up_count,-0.0565,-0.0601,-0.0036,-0.22,165,157,-0.0103,0.0063,False,-0.028,False
hivol,to_level,3,limit_up_count_ma5,-0.0681,-0.0554,0.0127,0.8,167,165,0.0276,-0.0056,False,0.102,False
hivol,to_level,3,blow_rate,-0.0443,-0.055,-0.0107,-0.69,165,166,-0.0327,0.0093,False,-0.088,False
hivol,to_level,3,max_board_height,-0.0622,-0.0525,0.0098,0.57,158,152,-0.0064,0.0272,False,0.073,False
hivol,to_level,3,lu_premium_1d,-0.0387,-0.0576,-0.0189,-1.17,166,166,-0.05,0.0115,False,-0.149,False
hivol,to_level,5,limit_up_count,-0.0667,-0.0732,-0.0065,-0.41,165,156,-0.0088,-0.0032,True,-0.052,False
hivol,to_level,5,limit_up_count_ma5,-0.0704,-0.066,0.0044,0.28,165,165,0.0293,-0.0264,False,0.036,False
hivol,to_level,5,blow_rate,-0.0607,-0.0694,-0.0087,-0.55,163,166,-0.0074,-0.0138,True,-0.07,False
hivol,to_level,5,max_board_height,-0.0683,-0.0614,0.0069,0.42,158,152,0.0119,0.001,True,0.054,False
hivol,to_level,5,lu_premium_1d,-0.0513,-0.0641,-0.0129,-0.83,166,164,-0.0333,0.0073,False,-0.106,False
hivol,to_level,10,limit_up_count,-0.0773,-0.0977,-0.0204,-1.27,161,156,-0.0022,-0.0445,True,-0.162,False
hivol,to_level,10,limit_up_count_ma5,-0.0668,-0.0954,-0.0286,-1.82,163,165,-0.0036,-0.0586,True,-0.232,False
hivol,to_level,10,blow_rate,-0.0722,-0.094,-0.0218,-1.42,162,163,-0.0244,-0.0201,True,-0.181,False
hivol,to_level,10,max_board_height,-0.079,-0.0773,0.0017,0.11,156,152,0.015,-0.0067,False,0.014,False
hivol,to_level,10,lu_premium_1d,-0.063,-0.0808,-0.0179,-1.12,165,162,-0.0184,-0.0194,True,-0.143,False
hivol,to_trend,1,limit_up_count,-0.0534,-0.0642,-0.0108,-0.72,166,158,-0.0436,0.0265,False,-0.092,False
hivol,to_trend,1,limit_up_count_ma5,-0.0563,-0.0546,0.0017,0.12,167,165,-0.017,0.0199,False,0.015,False
hivol,to_trend,1,blow_rate,-0.0739,-0.0487,0.0253,1.75,166,167,0.0425,0.0156,True,0.223,False
hivol,to_trend,1,max_board_height,-0.0564,-0.066,-0.0096,-0.65,158,152,-0.0331,0.0163,False,-0.083,False
hivol,to_trend,1,lu_premium_1d,-0.0525,-0.0735,-0.021,-1.47,167,167,-0.0343,-0.0075,True,-0.188,False
hivol,to_trend,3,limit_up_count,-0.0707,-0.0712,-0.0004,-0.03,165,157,-0.0296,0.031,False,-0.004,False
hivol,to_trend,3,limit_up_count_ma5,-0.0667,-0.0708,-0.0041,-0.3,167,165,-0.0321,0.0233,False,-0.038,False
hivol,to_trend,3,blow_rate,-0.0749,-0.0691,0.0059,0.42,165,166,0.0067,0.0093,True,0.054,False
hivol,to_trend,3,max_board_height,-0.0767,-0.0727,0.004,0.29,158,152,-0.0154,0.0278,False,0.037,False
hivol,to_trend,3,lu_premium_1d,-0.0629,-0.0816,-0.0187,-1.36,166,166,-0.0142,-0.0196,True,-0.174,False
hivol,to_trend,5,limit_up_count,-0.0741,-0.0683,0.0058,0.42,165,156,-0.0227,0.0362,False,0.054,False
hivol,to_trend,5,limit_up_count_ma5,-0.0649,-0.0647,0.0002,0.01,165,165,-0.0146,0.0129,False,0.001,False
hivol,to_trend,5,blow_rate,-0.0748,-0.0711,0.0037,0.26,163,166,0.0222,-0.0063,False,0.033,False
hivol,to_trend,5,max_board_height,-0.0753,-0.0703,0.0049,0.36,158,152,-0.0191,0.0315,False,0.046,False
hivol,to_trend,5,lu_premium_1d,-0.0556,-0.0812,-0.0256,-1.85,166,164,-0.0209,-0.0254,True,-0.236,False
hivol,to_trend,10,limit_up_count,-0.0748,-0.0594,0.0154,1.16,161,156,-0.0015,0.0318,False,0.148,False
hivol,to_trend,10,limit_up_count_ma5,-0.0639,-0.0669,-0.003,-0.24,163,165,-0.0113,0.0031,False,-0.031,False
hivol,to_trend,10,blow_rate,-0.0603,-0.0686,-0.0083,-0.62,162,163,0.013,-0.0203,False,-0.079,False
hivol,to_trend,10,max_board_height,-0.0658,-0.0703,-0.0044,-0.33,156,152,-0.0152,0.0146,False,-0.042,False
hivol,to_trend,10,lu_premium_1d,-0.0609,-0.0691,-0.0082,-0.62,165,162,0.0023,-0.014,False,-0.079,False
hivol,amihud20,1,limit_up_count,0.0134,0.0272,0.0139,0.74,166,158,0.0025,0.0254,True,0.094,False
hivol,amihud20,1,limit_up_count_ma5,0.0183,0.0169,-0.0014,-0.07,167,165,-0.0051,0.0025,False,-0.009,False
hivol,amihud20,1,blow_rate,0.0096,0.0201,0.0105,0.56,166,167,0.0236,-0.0074,False,0.071,False
hivol,amihud20,1,max_board_height,0.0092,0.0299,0.0207,1.09,158,152,0.0202,0.0098,True,0.139,False
hivol,amihud20,1,lu_premium_1d,0.022,0.0167,-0.0053,-0.29,167,167,0.0241,-0.0349,False,-0.037,False
hivol,amihud20,3,limit_up_count,0.028,0.0379,0.0099,0.56,165,157,0.0019,0.0162,True,0.071,False
hivol,amihud20,3,limit_up_count_ma5,0.0293,0.0245,-0.0048,-0.28,167,165,-0.0198,0.0131,False,-0.036,False
hivol,amihud20,3,blow_rate,0.0161,0.0271,0.011,0.65,165,166,0.0227,-0.0037,False,0.083,False
hivol,amihud20,3,max_board_height,0.0224,0.0457,0.0233,1.34,158,152,0.0478,0.0036,True,0.171,False
hivol,amihud20,3,lu_premium_1d,0.0281,0.0334,0.0053,0.32,166,166,0.0251,-0.0125,False,0.041,False
hivol,amihud20,5,limit_up_count,0.037,0.0346,-0.0024,-0.14,165,156,-0.0082,0.0046,False,-0.018,False
hivol,amihud20,5,limit_up_count_ma5,0.0288,0.023,-0.0057,-0.34,165,165,-0.0249,0.0175,False,-0.043,False
hivol,amihud20,5,blow_rate,0.0127,0.0476,0.0349,2.08,163,166,0.0344,0.0341,True,0.265,False
hivol,amihud20,5,max_board_height,0.0161,0.0423,0.0262,1.54,158,152,0.0063,0.0369,True,0.197,False
hivol,amihud20,5,lu_premium_1d,0.0281,0.0437,0.0156,0.96,166,164,-0.0039,0.0335,False,0.123,False
hivol,amihud20,10,limit_up_count,0.039,0.0572,0.0183,1.05,161,156,0.0057,0.0382,True,0.134,False
hivol,amihud20,10,limit_up_count_ma5,0.0341,0.0524,0.0183,1.05,163,165,0.0184,0.0214,True,0.134,False
hivol,amihud20,10,blow_rate,0.0204,0.0623,0.0418,2.4,162,163,0.0387,0.0284,True,0.306,False
hivol,amihud20,10,max_board_height,0.023,0.0566,0.0336,1.87,156,152,0.0017,0.0527,True,0.239,False
hivol,amihud20,10,lu_premium_1d,0.0509,0.0462,-0.0047,-0.28,165,162,-0.0111,-0.0011,True,-0.036,False
hivol,vp_div,1,limit_up_count,-0.0423,-0.011,0.0312,2.17,166,158,0.0001,0.069,True,0.277,False
hivol,vp_div,1,limit_up_count_ma5,-0.0411,-0.0142,0.0269,1.98,167,165,0.0095,0.0457,True,0.253,False
hivol,vp_div,1,blow_rate,-0.0111,-0.0331,-0.022,-1.72,166,167,-0.0026,-0.0408,True,-0.22,False
hivol,vp_div,1,max_board_height,-0.0185,-0.0241,-0.0056,-0.39,158,152,-0.0189,0.0049,False,-0.05,False
hivol,vp_div,1,lu_premium_1d,-0.0217,-0.029,-0.0073,-0.54,167,167,-0.0044,-0.0091,True,-0.069,False
hivol,vp_div,3,limit_up_count,-0.0389,-0.0223,0.0166,1.2,165,157,-0.0214,0.0652,False,0.153,False
hivol,vp_div,3,limit_up_count_ma5,-0.0446,-0.0185,0.0261,1.96,167,165,0.0086,0.0469,True,0.25,False
hivol,vp_div,3,blow_rate,-0.0166,-0.0314,-0.0148,-1.12,165,166,0.02,-0.0532,False,-0.143,False
hivol,vp_div,3,max_board_height,-0.031,-0.0319,-0.0008,-0.06,158,152,-0.0263,0.0161,False,-0.008,False
hivol,vp_div,3,lu_premium_1d,-0.03,-0.0307,-0.0007,-0.05,166,166,-0.0105,0.0085,False,-0.006,False
hivol,vp_div,5,limit_up_count,-0.0471,-0.0334,0.0136,0.98,165,156,-0.0159,0.0537,False,0.125,False
hivol,vp_div,5,limit_up_count_ma5,-0.0458,-0.0321,0.0137,1.01,165,165,0.0088,0.0206,True,0.129,False
hivol,vp_div,5,blow_rate,-0.0185,-0.038,-0.0195,-1.45,163,166,0.0123,-0.0564,False,-0.185,False
hivol,vp_div,5,max_board_height,-0.0345,-0.0378,-0.0033,-0.24,158,152,-0.0261,0.0089,False,-0.031,False
hivol,vp_div,5,lu_premium_1d,-0.028,-0.0419,-0.0138,-1.02,166,164,-0.0153,-0.0128,True,-0.13,False
hivol,vp_div,10,limit_up_count,-0.0523,-0.0314,0.0209,1.5,161,156,0.014,0.0366,True,0.191,False
hivol,vp_div,10,limit_up_count_ma5,-0.0588,-0.0291,0.0296,2.15,163,165,0.0277,0.0349,True,0.274,False
hivol,vp_div,10,blow_rate,-0.023,-0.0428,-0.0198,-1.43,162,163,-0.0052,-0.0452,True,-0.183,False
hivol,vp_div,10,max_board_height,-0.0434,-0.0344,0.009,0.63,156,152,-0.0076,0.0113,False,0.08,False
hivol,vp_div,10,lu_premium_1d,-0.0395,-0.0419,-0.0024,-0.17,165,162,-0.013,0.0061,False,-0.022,False
hivol,gap,1,limit_up_count,0.0428,0.0397,-0.0031,-0.2,166,158,-0.0036,0.002,False,-0.026,False
hivol,gap,1,limit_up_count_ma5,0.0447,0.0376,-0.0071,-0.48,167,165,-0.0211,0.0087,False,-0.061,False
hivol,gap,1,blow_rate,0.0322,0.0403,0.0081,0.52,166,167,0.002,0.003,True,0.066,False
hivol,gap,1,max_board_height,0.046,0.0258,-0.0202,-1.28,158,152,-0.0229,-0.0201,True,-0.163,False
hivol,gap,1,lu_premium_1d,0.0251,0.0493,0.0243,1.58,167,167,0.0211,0.025,True,0.202,False
hivol,gap,3,limit_up_count,0.0437,0.0477,0.004,0.29,165,157,-0.0063,0.0169,False,0.037,False
hivol,gap,3,limit_up_count_ma5,0.0475,0.0375,-0.0101,-0.72,167,165,-0.0223,0.0046,False,-0.092,False
hivol,gap,3,blow_rate,0.0439,0.037,-0.0069,-0.47,165,166,-0.0095,-0.0105,True,-0.06,False
hivol,gap,3,max_board_height,0.043,0.0355,-0.0075,-0.52,158,152,-0.0141,-0.0072,True,-0.066,False
hivol,gap,3,lu_premium_1d,0.0325,0.0544,0.0219,1.57,166,166,0.0267,0.0148,True,0.2,False
hivol,gap,5,limit_up_count,0.0449,0.0401,-0.0048,-0.35,165,156,-0.0167,0.0089,False,-0.045,False
hivol,gap,5,limit_up_count_ma5,0.0509,0.0327,-0.0181,-1.33,165,165,-0.0375,0.0043,False,-0.17,False
hivol,gap,5,blow_rate,0.0403,0.0377,-0.0026,-0.18,163,166,-0.0096,0.0021,False,-0.023,False
hivol,gap,5,max_board_height,0.0552,0.0323,-0.0229,-1.56,158,152,-0.0154,-0.032,True,-0.199,False
hivol,gap,5,lu_premium_1d,0.0368,0.0517,0.0149,1.08,166,164,0.029,-0.0001,False,0.138,False
hivol,gap,10,limit_up_count,0.0444,0.0326,-0.0118,-0.83,161,156,-0.0214,-0.0006,True,-0.106,False
hivol,gap,10,limit_up_count_ma5,0.0456,0.0301,-0.0156,-1.1,163,165,-0.0379,0.0099,False,-0.14,False
hivol,gap,10,blow_rate,0.0279,0.0367,0.0088,0.6,162,163,-0.0023,0.0217,False,0.077,False
hivol,gap,10,max_board_height,0.042,0.0334,-0.0086,-0.57,156,152,-0.016,-0.006,True,-0.073,False
hivol,gap,10,lu_premium_1d,0.0396,0.0443,0.0047,0.32,165,162,0.0209,-0.0126,False,0.041,False
hivol,c2l5,1,limit_up_count,-0.0815,-0.0823,-0.0008,-0.05,166,158,-0.0194,0.0189,False,-0.006,False
hivol,c2l5,1,limit_up_count_ma5,-0.0848,-0.0696,0.0153,0.92,167,165,-0.0037,0.0327,False,0.117,False
hivol,c2l5,1,blow_rate,-0.0817,-0.0708,0.0109,0.66,166,167,0.0391,-0.0038,False,0.084,False
hivol,c2l5,1,max_board_height,-0.0601,-0.0824,-0.0223,-1.34,158,152,-0.0493,0.0088,False,-0.171,False
hivol,c2l5,1,lu_premium_1d,-0.0722,-0.0873,-0.0151,-0.91,167,167,-0.0563,0.0282,False,-0.116,False
hivol,c2l5,3,limit_up_count,-0.1107,-0.0985,0.0122,0.76,165,157,-0.0164,0.0448,False,0.097,False
hivol,c2l5,3,limit_up_count_ma5,-0.1109,-0.0942,0.0167,1.07,167,165,-0.0128,0.0444,False,0.137,False
hivol,c2l5,3,blow_rate,-0.09,-0.0961,-0.0062,-0.39,165,166,0.0031,-0.008,False,-0.05,False
hivol,c2l5,3,max_board_height,-0.1046,-0.1004,0.0042,0.27,158,152,-0.0174,0.0254,False,0.034,False
hivol,c2l5,3,lu_premium_1d,-0.095,-0.1066,-0.0116,-0.76,166,166,-0.0389,0.0185,False,-0.097,False
hivol,c2l5,5,limit_up_count,-0.1201,-0.0986,0.0215,1.31,165,156,0.0005,0.0438,True,0.167,False
hivol,c2l5,5,limit_up_count_ma5,-0.1165,-0.0874,0.0291,1.75,165,165,0.0147,0.0396,True,0.223,False
hivol,c2l5,5,blow_rate,-0.0909,-0.1096,-0.0188,-1.14,163,166,0.0129,-0.04,False,-0.145,False
hivol,c2l5,5,max_board_height,-0.1034,-0.1035,-0.0001,-0.01,158,152,-0.0088,0.0117,False,-0.001,False
hivol,c2l5,5,lu_premium_1d,-0.0887,-0.1108,-0.0221,-1.41,166,164,-0.0313,-0.0072,True,-0.18,False
hivol,c2l5,10,limit_up_count,-0.1241,-0.098,0.0262,1.66,161,156,0.0195,0.0285,True,0.212,False
hivol,c2l5,10,limit_up_count_ma5,-0.1094,-0.0969,0.0124,0.81,163,165,-0.0009,0.0218,False,0.103,False
hivol,c2l5,10,blow_rate,-0.0843,-0.1185,-0.0342,-2.15,162,163,-0.0013,-0.0496,True,-0.274,False
hivol,c2l5,10,max_board_height,-0.0968,-0.1169,-0.0201,-1.31,156,152,-0.0231,-0.0051,True,-0.167,False
hivol,c2l5,10,lu_premium_1d,-0.1015,-0.1029,-0.0014,-0.09,165,162,-0.0074,0.0126,False,-0.011,False
hivol,winner_ratio,1,limit_up_count,-0.0588,-0.0268,0.032,1.97,166,158,0.0123,0.0538,True,0.251,False
hivol,winner_ratio,1,limit_up_count_ma5,-0.045,-0.0207,0.0243,1.54,167,165,0.0048,0.0443,True,0.197,False
hivol,winner_ratio,1,blow_rate,-0.0314,-0.0352,-0.0038,-0.25,166,167,0.0187,-0.0228,False,-0.032,False
hivol,winner_ratio,1,max_board_height,-0.0176,-0.0571,-0.0395,-2.38,158,152,-0.0637,-0.0161,True,-0.304,False
hivol,winner_ratio,1,lu_premium_1d,-0.0279,-0.0442,-0.0163,-1.03,167,167,-0.0235,-0.009,True,-0.131,False
hivol,winner_ratio,3,limit_up_count,-0.0599,-0.0282,0.0317,2.06,165,157,0.0147,0.0511,True,0.263,False
hivol,winner_ratio,3,limit_up_count_ma5,-0.0572,-0.0268,0.0303,1.97,167,165,-0.0033,0.0681,False,0.251,False
hivol,winner_ratio,3,blow_rate,-0.0186,-0.0447,-0.0261,-1.75,165,166,-0.0204,-0.0312,True,-0.223,False
hivol,winner_ratio,3,max_board_height,-0.0351,-0.0467,-0.0116,-0.76,158,152,-0.0319,0.0033,False,-0.097,False
hivol,winner_ratio,3,lu_premium_1d,-0.0398,-0.0476,-0.0078,-0.52,166,166,-0.0095,-0.0028,True,-0.066,False
hivol,winner_ratio,5,limit_up_count,-0.0667,-0.0284,0.0383,2.46,165,156,0.0192,0.0644,True,0.314,False
hivol,winner_ratio,5,limit_up_count_ma5,-0.0585,-0.027,0.0315,2.09,165,165,0.0126,0.0541,True,0.267,False
hivol,winner_ratio,5,blow_rate,-0.0255,-0.0419,-0.0164,-1.12,163,166,-0.0009,-0.0341,True,-0.143,False
hivol,winner_ratio,5,max_board_height,-0.0329,-0.0454,-0.0125,-0.8,158,152,-0.0212,-0.0167,True,-0.102,False
hivol,winner_ratio,5,lu_premium_1d,-0.0308,-0.0543,-0.0235,-1.6,166,164,-0.0282,-0.017,True,-0.204,False
hivol,winner_ratio,10,limit_up_count,-0.0576,-0.0149,0.0427,2.72,161,156,0.0474,0.0463,True,0.347,False
hivol,winner_ratio,10,limit_up_count_ma5,-0.0539,-0.0153,0.0386,2.63,163,165,0.0375,0.0436,True,0.336,False
hivol,winner_ratio,10,blow_rate,-0.0173,-0.0286,-0.0113,-0.77,162,163,-0.0078,-0.0279,True,-0.098,False
hivol,winner_ratio,10,max_board_height,-0.0339,-0.0326,0.0013,0.08,156,152,0.0083,-0.0251,False,0.01,False
hivol,winner_ratio,10,lu_premium_1d,-0.0338,-0.0284,0.0055,0.37,165,162,0.0002,0.009,True,0.047,False
hivol,cost_bias,1,limit_up_count,-0.0273,0.0001,0.0274,2.48,166,158,0.0078,0.0447,True,0.317,False
hivol,cost_bias,1,limit_up_count_ma5,-0.028,-0.0063,0.0217,2.04,167,165,0.0056,0.0359,True,0.26,False
hivol,cost_bias,1,blow_rate,-0.0105,-0.023,-0.0125,-1.2,166,167,0.0039,-0.0249,False,-0.153,False
hivol,cost_bias,1,max_board_height,-0.0135,-0.0296,-0.016,-1.39,158,152,-0.0111,-0.0139,True,-0.177,False
hivol,cost_bias,1,lu_premium_1d,-0.0124,-0.0212,-0.0088,-0.8,167,167,-0.0065,-0.0077,True,-0.102,False
hivol,cost_bias,3,limit_up_count,-0.0296,-0.0066,0.023,2.22,165,157,0.0012,0.0398,True,0.283,False
hivol,cost_bias,3,limit_up_count_ma5,-0.0381,-0.0134,0.0247,2.38,167,165,-0.0013,0.0489,False,0.304,False
hivol,cost_bias,3,blow_rate,-0.0039,-0.0336,-0.0298,-2.91,165,166,-0.0086,-0.0384,True,-0.371,False
hivol,cost_bias,3,max_board_height,-0.0126,-0.0276,-0.015,-1.42,158,152,-0.011,-0.0084,True,-0.181,False
hivol,cost_bias,3,lu_premium_1d,-0.0142,-0.0301,-0.016,-1.54,166,166,-0.0113,-0.0133,True,-0.197,False
hivol,cost_bias,5,limit_up_count,-0.0341,-0.0087,0.0254,2.39,165,156,0.0011,0.0458,True,0.305,False
hivol,cost_bias,5,limit_up_count_ma5,-0.0395,-0.0147,0.0248,2.36,165,165,0.0025,0.0451,True,0.301,False
hivol,cost_bias,5,blow_rate,-0.0063,-0.0283,-0.022,-2.05,163,166,0.0069,-0.0377,False,-0.262,False
hivol,cost_bias,5,max_board_height,-0.0095,-0.0323,-0.0228,-2.19,158,152,-0.02,-0.0166,True,-0.28,False
hivol,cost_bias,5,lu_premium_1d,-0.0082,-0.028,-0.0198,-1.87,166,164,-0.0076,-0.0254,True,-0.239,False
hivol,cost_bias,10,limit_up_count,-0.0262,-0.0042,0.0219,1.9,161,156,0.0067,0.0333,True,0.242,False
hivol,cost_bias,10,limit_up_count_ma5,-0.0321,-0.0086,0.0235,2.15,163,165,-0.0015,0.0475,False,0.274,False
hivol,cost_bias,10,blow_rate,0.001,-0.0158,-0.0168,-1.5,162,163,0.0039,-0.0243,False,-0.191,False
hivol,cost_bias,10,max_board_height,0.0019,-0.0304,-0.0323,-3.03,156,152,-0.0232,-0.03,True,-0.387,False
hivol,cost_bias,10,lu_premium_1d,-0.0028,-0.0107,-0.0079,-0.72,165,162,-0.0026,-0.0067,True,-0.092,False
hivol,up_days,1,limit_up_count,-0.0486,-0.0305,0.0181,1.3,166,158,0.0091,0.0267,True,0.166,False
hivol,up_days,1,limit_up_count_ma5,-0.0427,-0.0322,0.0105,0.73,167,165,-0.0038,0.0245,False,0.093,False
hivol,up_days,1,blow_rate,-0.0205,-0.0449,-0.0244,-1.78,166,167,-0.0298,-0.0206,True,-0.227,False
hivol,up_days,1,max_board_height,-0.0052,-0.058,-0.0529,-3.61,158,152,-0.0587,-0.043,True,-0.461,True
hivol,up_days,1,lu_premium_1d,-0.0302,-0.0318,-0.0016,-0.11,167,167,-0.0107,0.0065,False,-0.014,False
hivol,up_days,3,limit_up_count,-0.0512,-0.0279,0.0234,1.68,165,157,0.0218,0.0209,True,0.214,False
hivol,up_days,3,limit_up_count_ma5,-0.0498,-0.0392,0.0107,0.76,167,165,0.0073,0.0145,True,0.097,False
hivol,up_days,3,blow_rate,-0.0161,-0.0485,-0.0324,-2.38,165,166,-0.0481,-0.0106,True,-0.304,False
hivol,up_days,3,max_board_height,-0.0156,-0.0421,-0.0265,-1.78,158,152,-0.0391,-0.0147,True,-0.227,False
hivol,up_days,3,lu_premium_1d,-0.0211,-0.0469,-0.0258,-1.81,166,166,-0.0437,-0.0059,True,-0.231,False
hivol,up_days,5,limit_up_count,-0.0645,-0.0311,0.0334,2.42,165,156,0.0269,0.0385,True,0.309,False
hivol,up_days,5,limit_up_count_ma5,-0.057,-0.0396,0.0173,1.27,165,165,0.01,0.0261,True,0.162,False
hivol,up_days,5,blow_rate,-0.0176,-0.0506,-0.033,-2.44,163,166,-0.0354,-0.0274,True,-0.311,False
hivol,up_days,5,max_board_height,-0.0149,-0.0509,-0.036,-2.49,158,152,-0.0465,-0.0306,True,-0.318,False
hivol,up_days,5,lu_premium_1d,-0.0197,-0.0529,-0.0332,-2.35,166,164,-0.049,-0.0153,True,-0.3,False
hivol,up_days,10,limit_up_count,-0.0612,-0.0313,0.0299,2.13,161,156,0.021,0.0371,True,0.272,False
hivol,up_days,10,limit_up_count_ma5,-0.0532,-0.0476,0.0056,0.42,163,165,-0.0062,0.0172,False,0.054,False
hivol,up_days,10,blow_rate,-0.0164,-0.0562,-0.0397,-2.8,162,163,-0.036,-0.0404,True,-0.357,False
hivol,up_days,10,max_board_height,-0.0221,-0.0527,-0.0306,-2.1,156,152,-0.0451,-0.0143,True,-0.268,False
hivol,up_days,10,lu_premium_1d,-0.0297,-0.0475,-0.0179,-1.25,165,162,-0.0351,0.0038,False,-0.16,False
hito,mom5,1,limit_up_count,-0.0496,-0.0369,0.0127,0.65,166,158,-0.0341,0.0627,False,0.083,False
hito,mom5,1,limit_up_count_ma5,-0.0523,-0.038,0.0143,0.74,167,165,-0.0266,0.0553,False,0.094,False
hito,mom5,1,blow_rate,-0.038,-0.0423,-0.0042,-0.23,166,167,0.0323,-0.0257,False,-0.029,False
hito,mom5,1,max_board_height,-0.0195,-0.0585,-0.039,-1.92,158,152,-0.0703,-0.003,True,-0.245,False
hito,mom5,1,lu_premium_1d,-0.0219,-0.0686,-0.0467,-2.49,167,167,-0.0485,-0.0398,True,-0.318,False
hito,mom5,3,limit_up_count,-0.0639,-0.056,0.0079,0.45,165,157,-0.0442,0.0623,False,0.057,False
hito,mom5,3,limit_up_count_ma5,-0.0717,-0.0588,0.0129,0.73,167,165,-0.047,0.0752,False,0.093,False
hito,mom5,3,blow_rate,-0.0331,-0.0651,-0.0319,-1.85,165,166,-0.0087,-0.0321,True,-0.236,False
hito,mom5,3,max_board_height,-0.0506,-0.0732,-0.0227,-1.26,158,152,-0.0395,0.0026,False,-0.161,False
hito,mom5,3,lu_premium_1d,-0.0364,-0.0817,-0.0453,-2.65,166,166,-0.0482,-0.0352,True,-0.338,False
hito,mom5,5,limit_up_count,-0.0706,-0.0609,0.0097,0.53,165,156,-0.0463,0.0701,False,0.068,False
hito,mom5,5,limit_up_count_ma5,-0.0755,-0.0673,0.0082,0.45,165,165,-0.0399,0.0572,False,0.057,False
hito,mom5,5,blow_rate,-0.0387,-0.0725,-0.0338,-1.89,163,166,0.0058,-0.0508,False,-0.241,False
hito,mom5,5,max_board_height,-0.049,-0.0875,-0.0385,-2.18,158,152,-0.051,-0.0191,True,-0.278,False
hito,mom5,5,lu_premium_1d,-0.0374,-0.0844,-0.0471,-2.68,166,164,-0.0506,-0.0353,True,-0.342,False
hito,mom5,10,limit_up_count,-0.0776,-0.075,0.0025,0.14,161,156,-0.0187,0.0244,False,0.018,False
hito,mom5,10,limit_up_count_ma5,-0.075,-0.0838,-0.0089,-0.51,163,165,-0.0172,-0.0034,True,-0.065,False
hito,mom5,10,blow_rate,-0.0554,-0.0698,-0.0144,-0.81,162,163,0.0001,-0.0121,False,-0.103,False
hito,mom5,10,max_board_height,-0.0581,-0.0985,-0.0403,-2.31,156,152,-0.0321,-0.0421,True,-0.295,False
hito,mom5,10,lu_premium_1d,-0.049,-0.0844,-0.0354,-2.06,165,162,-0.0432,-0.0204,True,-0.263,False
hito,mom10,1,limit_up_count,-0.0546,-0.0461,0.0084,0.41,166,158,-0.0305,0.0491,False,0.052,False
hito,mom10,1,limit_up_count_ma5,-0.0594,-0.0422,0.0171,0.87,167,165,-0.0152,0.0478,False,0.111,False
hito,mom10,1,blow_rate,-0.0448,-0.0433,0.0015,0.08,166,167,0.021,-0.0059,False,0.01,False
hito,mom10,1,max_board_height,-0.0258,-0.08,-0.0542,-2.66,158,152,-0.0809,-0.022,True,-0.339,False
hito,mom10,1,lu_premium_1d,-0.027,-0.0758,-0.0488,-2.52,167,167,-0.0547,-0.0406,True,-0.322,False
hito,mom10,3,limit_up_count,-0.0718,-0.0668,0.005,0.26,165,157,-0.0389,0.0478,False,0.033,False
hito,mom10,3,limit_up_count_ma5,-0.0855,-0.0635,0.022,1.2,167,165,-0.012,0.053,False,0.153,False
hito,mom10,3,blow_rate,-0.0374,-0.0723,-0.0349,-1.87,165,166,-0.0263,-0.025,True,-0.239,False
hito,mom10,3,max_board_height,-0.058,-0.0861,-0.0282,-1.49,158,152,-0.0465,0.0035,False,-0.19,False
