date,n_stocks,mkt_ret,limit_up_count,touched_count,max_board_height,blow_count,blow_rate,lu_premium_1d,lu_cont_n,limit_up_count_ma5
2026-04-03,4915,-0.0205758738788509,32,46,6,14,0.30434782608695654,0.019537958726960163,26,43.6
2026-04-07,4916,0.014290690653819455,87,120,7,33,0.275,0.009124247305380723,32,49.0
2026-04-08,4918,0.0391898405892807,116,140,4,24,0.17142857142857143,-0.020930951430576362,87,62.4
2026-04-09,4919,-0.01033791082811281,52,70,5,18,0.2571428571428571,0.027925035065563594,116,62.6
2026-04-10,4920,0.008919352301632951,56,84,4,28,0.3333333333333333,0.009096135930381407,52,68.6
2026-04-13,4921,0.0014896707776955228,55,76,5,21,0.27631578947368424,0.026697009982098723,56,73.2
2026-04-14,4922,0.010166848428546219,52,75,6,23,0.30666666666666664,0.014948804754399848,55,66.2
2026-04-15,4921,-0.0036482098933024428,55,85,5,30,0.35294117647058826,0.010203965217480262,52,54.0
2026-04-16,4921,0.014809286683416316,72,94,6,22,0.23404255319148937,0.005369843789974441,55,58.0
2026-04-17,4921,0.0016037581199938816,63,88,7,25,0.2840909090909091,0.02441627237915425,72,59.4
2026-04-20,4920,0.007782832817393539,74,94,6,20,0.2127659574468085,0.024900725234169106,63,63.2
2026-04-21,4922,-0.0019456496188722794,49,64,4,15,0.234375,0.006041181896144012,74,62.6
2026-04-22,4920,0.005622522306103937,54,79,4,25,0.31645569620253167,0.01683219842018973,49,62.4
2026-04-23,4920,-0.01087122545945965,48,73,5,25,0.3424657534246575,0.030859072446890172,54,57.6
2026-04-24,4921,-0.004452748572802476,54,81,3,27,0.3333333333333333,0.0019710693267895245,48,55.8
2026-04-27,4921,0.008353512706727803,61,93,4,32,0.34408602150537637,0.00022568787352757365,54,53.2
2026-04-28,4923,-0.00942111081368017,56,70,5,14,0.2,0.02388507826332078,61,54.6
2026-04-29,4923,0.012961778433133007,94,123,3,29,0.23577235772357724,-0.0013236147181083374,56,62.6
2026-04-30,4922,0.004274302723197802,77,100,4,23,0.23,0.01809720427109379,94,68.4
2026-05-06,4922,0.015403896966370794,93,134,4,41,0.30597014925373134,0.015998876688374,77,76.2
2026-05-07,4923,0.012098280205747249,95,131,5,36,0.2748091603053435,0.02841555452090748,93,83.0
2026-05-08,4923,0.008992540846481515,91,116,4,25,0.21551724137931033,0.018152897810347998,95,90.0
2026-05-11,4922,0.010098941433723295,91,130,5,39,0.3,0.014689811982471873,90,89.4
2026-05-12,4918,-0.009614691981041682,55,84,5,29,0.34523809523809523,0.0270847753886424,91,85.0
2026-05-13,4922,0.009496033224876464,110,142,6,32,0.22535211267605634,0.03163268119206879,55,88.4
2026-05-14,4923,-0.016980683767485884,55,94,5,39,0.4148936170212766,0.01655755162666149,109,80.4
2026-05-15,4923,-0.005573684664289436,51,96,6,45,0.46875,-0.0004961523525467137,55,72.4
2026-05-18,4927,0.0008553310605162784,77,114,6,37,0.32456140350877194,0.010447650422598457,51,69.6
2026-05-19,4927,0.009381848916249259,85,102,7,17,0.16666666666666666,0.02557242956288933,77,75.6
2026-05-20,4927,-0.005892228981579168,61,80,8,19,0.2375,0.004756784728488907,85,65.8
2026-05-21,4932,-0.02867662769523241,35,111,7,76,0.6846846846846847,0.02124270205477752,61,61.8
2026-05-22,4931,0.017653306359074496,111,143,3,32,0.22377622377622378,0.014306194443653154,35,73.8
2026-05-25,4931,0.0008739811724268056,99,144,4,45,0.3125,0.03975610002114103,111,78.2
2026-05-26,4931,-0.012748600827644493,47,86,3,39,0.45348837209302323,0.0283535620441947,99,70.6
2026-05-27,4931,-0.019352835899435754,46,78,3,32,0.41025641025641024,0.030874748122870534,47,67.6
2026-05-28,4930,0.005743574485850917,99,124,4,25,0.20161290322580644,0.0031414287352360066,46,80.4
2026-05-29,4929,-0.022771470872401993,47,94,5,47,0.5,0.013339910795551246,99,67.6
2026-06-01,4929,0.009615081739073843,115,165,4,50,0.30303030303030304,0.016765022308418406,47,70.8
2026-06-02,4929,-0.009300826632700009,62,90,3,28,0.3111111111111111,0.013702455365541325,115,73.8
2026-06-03,4931,-0.003793082918906809,64,127,3,63,0.49606299212598426,0.029542391422196935,62,77.4
2026-06-04,4932,-0.009580420015252854,73,101,4,28,0.27722772277227725,0.02880214463932193,64,72.2
2026-06-05,4934,0.002676157005117963,71,124,5,53,0.4274193548387097,-0.0054965201658840595,73,77.0
2026-06-08,4934,-0.029002788674427075,53,67,6,14,0.208955223880597,0.04033270603456409,71,64.6
2026-06-09,4933,0.013414463141527656,121,153,3,32,0.20915032679738563,-0.0020090695591758172,53,76.4
2026-06-10,4935,-0.01133928255027416,67,93,4,26,0.27956989247311825,0.020971523024826945,121,77.0
2026-06-11,4932,-0.009629298286135124,70,102,3,32,0.3137254901960784,0.014223939798899205,67,76.4
2026-06-12,4932,0.011680105466979826,92,154,4,62,0.4025974025974026,-0.005593582082311675,70,80.6
2026-06-15,4929,0.020418071263267765,140,195,3,55,0.28205128205128205,0.001033695164040102,92,98.0
2026-06-16,4932,0.006881289734219817,115,156,4,41,0.26282051282051283,0.03086643148506648,139,96.8
2026-06-17,4928,-0.004605079964188547,87,121,4,34,0.2809917355371901,0.028812304710959167,113,100.8
2026-06-18,4927,-0.0017730071216715334,87,135,4,48,0.35555555555555557,0.007536786994847728,87,104.2
2026-06-22,4932,0.006561552326305112,131,167,5,36,0.2155688622754491,0.034399289216855304,87,112.0
2026-06-23,4936,-0.0021479907834432146,95,149,5,54,0.3624161073825503,0.01393008551469984,131,103.0
2026-06-24,4935,-0.010610513831825713,94,131,4,37,0.2824427480916031,0.01734453875132241,95,98.8
2026-06-25,4934,-0.01214679476307188,85,127,5,42,0.33070866141732286,0.035413991761578306,93,98.4
2026-06-26,4934,-0.02573052046542667,59,100,6,41,0.41,0.0263186323524044,85,92.8
2026-06-29,4933,0.0010840185791352486,99,149,7,50,0.33557046979865773,0.015769242769279105,57,86.4
2026-06-30,4931,0.012345789673141127,127,160,3,33,0.20625,0.016511796565463796,99,92.8
2026-07-01,4934,0.020176871007914345,142,228,3,86,0.37719298245614036,0.006601063197268848,127,102.4
2026-07-02,4938,-0.008362783876609872,89,135,4,46,0.34074074074074073,0.007278089252990602,142,103.2
2026-07-03,4938,0.010351478219244332,102,161,4,59,0.36645962732919257,-0.013826378223389113,89,111.8
2026-07-06,4939,-0.011621589817465928,64,113,5,49,0.4336283185840708,0.00266734701937151,102,104.8
2026-07-07,4937,-0.026152029330380196,32,63,6,31,0.49206349206349204,0.008400896831097491,64,85.8
2026-07-08,4937,-0.015562226812429435,46,61,7,15,0.2459016393442623,0.029399668768774416,32,66.6
2026-07-09,4938,0.006402529882887552,73,103,8,30,0.2912621359223301,0.0066900486262757,46,63.4
2026-07-10,4937,0.007996076855127413,88,189,2,101,0.5343915343915344,-0.0017652210346302249,72,60.6
2026-07-13,4939,-0.040561721274679635,28,48,3,20,0.4166666666666667,0.008339023447871026,88,53.4
2026-07-14,4942,0.01535360098707131,77,104,3,27,0.25961538461538464,0.010532780281912317,28,62.4
2026-07-15,4942,0.002968984918523269,68,100,4,32,0.32,0.012165266593238896,77,66.8
2026-07-16,4941,-0.007183545360316037,40,69,5,29,0.42028985507246375,0.025998030130036716,68,60.2
2026-07-17,4941,-0.04725108697990393,30,46,4,16,0.34782608695652173,0.03393371462511712,40,48.6
2026-07-20,4943,-0.022092837072604416,53,98,3,45,0.45918367346938777,0.027868461586537628,30,53.6
2026-07-21,4944,0.014687647781873793,103,116,4,13,0.11206896551724138,-0.005807497631510328,53,58.8
2026-07-22,4945,-0.009553460982969341,43,82,5,39,0.47560975609756095,0.02206751824161705,103,53.8
2026-07-23,4944,0.017698812852336227,110,136,6,26,0.19117647058823528,0.029260090644487684,43,67.8
2026-07-24,4944,-0.026163734081685604,39,53,4,14,0.2641509433962264,0.022605153693224207,110,69.6
2026-07-27,4940,0.03081425394907583,108,126,5,18,0.14285714285714285,0.0006212440015663442,39,80.6
2026-07-28,4940,-0.00842699638356942,60,85,6,25,0.29411764705882354,0.014345443167207733,108,72.0
2026-07-29,4939,0.012408163103229043,80,98,7,18,0.1836734693877551,-0.005944021344024336,60,79.4
2026-07-30,4944,-0.018769955347432754,48,76,8,28,0.3684210526315789,0.01750387548061107,79,67.0
2026-07-31,4946,0.025807575185597825,100,238,9,138,0.5798319327731093,0.0050936779150335745,48,79.2
2026-08-03,4946,0.012375881248247856,75,94,6,19,0.20212765957446807,-0.0002504379120739208,99,72.6
2026-08-04,4945,0.01927298725688311,135,162,7,27,0.16666666666666666,0.028446819363691464,75,87.6
2026-08-05,4947,0.017784877262256214,105,150,8,45,0.3,0.03553062731892219,135,92.6
2026-08-06,4950,0.005473104717743033,79,104,10,25,0.2403846153846154,0.03207938104282165,105,98.8
2026-08-07,4952,0.009562347604200905,74,101,4,27,0.26732673267326734,0.0025542969965874074,79,93.6
2026-08-10,4952,0.01466854898653489,97,121,5,24,0.19834710743801653,0.009291007004302776,74,98.0
2026-08-11,4950,-0.004103578049412248,55,79,6,24,0.3037974683544304,0.010253336216630335,95,82.0
2026-08-12,4949,0.011981790796813583,89,103,7,14,0.13592233009708737,0.019586515239972836,55,78.8
2026-08-13,4952,-0.010403667548912098,59,102,5,43,0.4215686274509804,0.018315083009177384,89,74.8
2026-08-14,5240,0.0010799357441366186,63,87,3,24,0.27586206896551724,-0.006982944241770244,59,72.6
2026-08-17,5238,0.01820670795062245,109,131,4,22,0.16793893129770993,0.01694388931557817,63,75.0
2026-08-18,5239,-0.00022491235560742463,87,126,4,39,0.30952380952380953,0.014996301646412405,109,81.4
2026-08-19,5238,-0.04157047849878251,38,60,3,22,0.36666666666666664,0.009662576379516993,87,71.2
2026-08-20,5237,0.01361068319293239,83,142,4,59,0.4154929577464789,-0.034100706381330045,38,76.0
2026-08-21,5238,-0.0012968501839571002,55,81,3,26,0.32098765432098764,-0.006465209317816988,83,74.4
2026-08-24,5241,-0.011678998024442444,49,77,4,28,0.36363636363636365,0.016419914464416364,55,62.4
2026-08-25,5242,0.015073317770361784,66,104,5,38,0.36538461538461536,-0.005497737308960884,49,58.2
2026-08-26,5243,0.00231683670642624,55,89,5,34,0.38202247191011235,0.019935403822151247,66,61.6
2026-08-27,5244,0.012164676972499443,79,105,6,26,0.24761904761904763,0.01793689665479186,55,60.8
2026-08-28,5245,0.0026618410788829872,86,117,7,31,0.26495726495726496,0.02623069543676232,79,67.0
2026-08-31,5244,0.00785900003781264,88,137,6,49,0.35766423357664234,0.0008372819115913983,85,74.8
2026-09-01,5244,0.0050580012261296214,93,117,7,24,0.20512820512820512,0.00947629797971657,88,80.2
2026-09-02,5245,-0.00721318978452131,56,102,5,46,0.45098039215686275,-0.001740263204591616,93,80.4
2026-09-03,5246,-0.003957934374564282,45,93,5,48,0.5161290322580645,-0.0014151904887702831,56,73.6
2026-09-04,5246,-0.003061205749520154,43,103,5,60,0.5825242718446602,-0.002906674576867521,45,65.0
2026-09-07,5245,0.009356978832088084,93,130,6,37,0.2846153846153846,0.035251818780446156,43,66.0
2026-09-08,5244,0.007063800652027443,75,119,4,44,0.3697478991596639,0.021986449556875252,93,62.4
